movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Little Children ,Color,English,USA,Drama|Romance,R,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams
Gossip ,Color,English,USA,Drama|Mystery|Thriller,R,college|college campus|gossip|rape|sex,Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins
A Walk on the Moon ,Color,English,USA,Drama,R,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh
Catch a Fire ,Color,English,France,Biography|Drama|History,PG-13,attack|coach|colonel|jail|oil refinery,Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna
Soul Survivors ,Color,English,USA,Drama|Horror|Mystery|Thriller,PG-13,car accident|college|ghost|girl in panties|white panties,Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak
Jefferson in Paris ,Color,English,France,Biography|Drama|History|Romance,PG-13,18th century|ambassador|french revolution|friendship|thomas jefferson,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey
Easy Virtue ,Color,English,UK,Comedy|Romance,PG-13,estate|female frontal nudity|female nudity|no panties|unhappy marriage,Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall
Caravans ,Color,English,Iran,Action|Adventure|History,PG,afghanistan|caravan|rebel|russian|tribe,James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi
Mr. Turner ,Color,English,UK,Biography|Drama|History,R,prism|rented room|scrofula|sketching|sunrise,Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson
Wild Grass ,Color,French,France,Drama|Romance,PG,dentist|letter|pilot|skateboard|wallet,Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer
Amen. ,Color,English,France,Biography|Crime|Drama|War,Unrated,jesuit|jew|pope|priest|ss,Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe
Reign of Assassins ,Color,Mandarin,China,Action,R,martial arts|sword fight|wuxia,Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin
The Lucky Ones ,Color,English,USA,Comedy|Drama|War,R,college tuition|guitar|road trip|soldier|stranded,Neil Burger,John Heard,Katherine LaNasa,Mark L. Young
Margaret ,Color,English,USA,Drama,R,accident|bus|loss of virginity|new york city|virginity,Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.
Stan Helsing ,Color,English,Canada,Comedy|Horror,R,dollar bill|double entendre|escaped convict|halloween|striptease,Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird
Flipped ,Color,English,USA,Comedy|Drama|Romance,PG,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn
Brokeback Mountain ,Color,English,USA,Drama|Romance,R,gay relationship|homosexuality|mountain|ranch|rodeo,Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway
Teenage Mutant Ninja Turtles ,Color,English,USA,Action|Adventure|Comedy|Sci-Fi,PG-13,18 wheeler|mutant|ninja|sewer|turtle,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard
Clueless ,Color,English,USA,Comedy|Romance,PG-13,female protagonist|high school|makeover|matchmaker|popularity,Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan
Far from Heaven ,Color,English,USA,Drama|Romance,PG-13,african american|catastrophe|family relationships|farewell scene|therapy,Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston
Hot Tub Time Machine 2 ,Color,English,USA,Comedy|Sci-Fi,R,acid trip|gameshow|hot tub|time lord|time machine,Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe
Dekalog             ,Color,Polish,Poland,Drama,TV-MA,meaning of life|moral challenge|morality|search for meaning|ten commandments,,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz
Quills ,Color,English,UK,Biography|Drama,R,asylum|lust|male pubic hair|penis|pubic hair,Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner
Seven Psychopaths ,Color,English,UK,Comedy|Crime,R,dognapping|gangster|misfiring gun|screenwriter|shih tzu,Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg
The Caveman's Valentine ,Color,English,USA,Crime|Drama|Music|Mystery|Thriller,R,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis
The Border             ,Color,Polish,Poland,Action|Crime|Drama|Thriller,,,,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek
Downfall ,Color,German,Germany,Biography|Drama|History|War,R,bunker|hitler|nazi|no exit|war ruins,Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara
The Sea Inside ,Color,Spanish,Spain,Biography|Drama|Romance,PG-13,dignity|euthanasia|freedom|lawyer|sailor,Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas
Under the Skin ,Color,English,UK,Drama|Horror|Sci-Fi|Thriller,R,alien|desire|female nudity|male frontal nudity|scotland,Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand
"Good Morning, Vietnam ",Color,English,USA,Biography|Comedy|Drama|War,R,disc jockey|friendship|radio|vietnam|vietnamese,Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby
The Last Godfather ,Color,English,South Korea,Comedy,PG-13,mafia|mafia boss|mafiosi|mafioso|three word title,Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli
Justin Bieber: Never Say Never ,Color,English,USA,Documentary|Music,G,boyhood friend|manager|plasma tv|prodigy|star,Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men
Black Swan ,Color,English,USA,Drama|Thriller,R,ballerina|ballet|fear|female protagonist|madness,Darren Aronofsky,Natalie Portman,Mila Kunis,Mark Margolis
RoboCop ,Color,English,USA,Action|Crime|Sci-Fi|Thriller,PG-13,law enforcement|police|robocop|robot|technology,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle
The Godfather: Part II ,Color,English,USA,Crime|Drama,R,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,Francis Ford Coppola,Robert De Niro,Al Pacino,Robert Duvall
Save the Last Dance ,Color,English,USA,Drama|Music|Romance,PG-13,dance|dancing|ghetto|hip hop|imperative in title,Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr
A Nightmare on Elm Street 4: The Dream Master ,Color,English,USA,Fantasy|Horror|Thriller,R,demon|dream|elm street|freddy krueger|nightmare,Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy
Miracles from Heaven ,Color,English,USA,Drama,PG,child cancer|christian film|christianity|falling into a hole|inspiring,Patricia Riggen,Jennifer Garner,Brighton Sharbino,Martin Henderson
"Dude, Where's My Car? ",Color,English,USA,Comedy|Mystery,PG-13,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff
Young Guns ,Color,English,USA,Action|Crime|Drama|Thriller|Western,R,army|cattle|deputy|new mexico|rancher,Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith
St. Vincent ,Color,English,USA,Comedy|Drama,PG-13,bullying|grumpy old man|school presentation|stroke|stroke recovery,Theodore Melfi,Bill Murray,Naomi Watts,Reg E. Cathey
About Last Night ,Color,English,USA,Comedy|Romance,R,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,Steve Pink,Joe Lo Truglio,Regina Hall,Bryan Callen
10 Things I Hate About You ,Color,English,USA,Comedy|Drama|Romance,PG-13,dating|protective father|school|shrew|teen movie,Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan
The New Guy ,Color,English,USA,Comedy,PG-13,cheerleader|geek|high school|prison|reference to janet jackson,Ed Decter,Zooey Deschanel,Eddie Griffin,Gene Simmons
Loaded Weapon 1 ,Color,English,USA,Action|Comedy|Crime,PG-13,cookie|detective|microfilm|parody|sergeant,Gene Quintano,Jon Lovitz,Lin Shaye,Bill Nunn
The Shallows ,Color,English,USA,Drama|Horror|Thriller,PG-13,beach|island|mexico|prey|trapped,Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge
The Butterfly Effect ,Color,English,USA,Sci-Fi|Thriller,R,blackout|child pornography|memory|surprise ending|time travel,Eric Bress,Logan Lerman,Eric Stoltz,Cameron Bright
Snow Day ,Color,English,USA,Adventure|Comedy|Family,PG,meteorologist|snow|snowed in|snowplow|weather,Chris Koch,Chris Elliott,Mark Webber,Jean Smart
This Christmas ,Color,English,USA,Comedy|Drama|Romance,PG-13,christmas|family home|musician|piano|secret,Preston A. Whitmore II,Mekhi Phifer,Chris Brown,Loretta Devine
Baby Geniuses ,Color,English,USA,Comedy|Crime|Family|Sci-Fi,PG,baby|boy|science|scientist|toddler,Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee
The Big Hit ,Color,English,USA,Action|Comedy|Crime|Thriller,R,hitman|kidnapping|kosher|vhs|video store,Kirk Wong,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.
Harriet the Spy ,Color,English,USA,Comedy|Drama|Family,PG,binoculars|child spy|notebook|secret|spy,Bronwen Hughes,Gregory Smith,Eartha Kitt,Charlotte Sullivan
Child's Play 2 ,Color,English,USA,Fantasy|Horror,R,boy|doll|foster home|killer doll|serial killer,John Lafia,Jenny Agutter,Beth Grant,Greg Germann
No Good Deed ,Color,English,USA,Crime|Thriller,PG-13,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,Sam Miller,Leslie Bibb,Kate del Castillo,Henry Simmons
The Mist ,Color,English,USA,Horror,R,desperation|fog|giant insect|survival|survival horror,Frank Darabont,Toby Jones,Alexa Davalos,Jeffrey DeMunn
Ex Machina , Black and White,English,UK,Drama|Mystery|Sci-Fi|Thriller,R,artificial intelligence|robot|robot human relationship|turing test|video surveillance,Alex Garland,Elina Alminas,Sonoya Mizuno,Corey Johnson
Being John Malkovich ,Color,English,USA,Comedy|Drama|Fantasy,R,body swap|magical realism|portal|puppeteer|surrealism,Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place
Two Can Play That Game ,Color,English,USA,Comedy|Romance,R,advice|battle of the sexes|lingerie|romantic rivalry|rule,Mark Brown,Mo'Nique,Vivica A. Fox,Tamala Jones
Earth to Echo ,Color,English,USA,Adventure|Family|Sci-Fi,PG,alien|bar|construction worker|no opening credits|no title at beginning,Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford
Crazy/Beautiful ,Color,English,USA,Drama|Romance,PG-13,congressman|high school|latino|pacific palisades|school,John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina
Letters from Iwo Jima ,Color,Japanese,USA,Drama|History|War,R,blood splatter|general|island|japan|world war two,Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura
The Astronaut Farmer ,Color,English,USA,Adventure|Drama|Sci-Fi,PG,bank|fbi|fuel|rocket|space travel,Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern
Woo ,Color,English,USA,Comedy|Romance,R,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle
Room ,Color,English,Ireland,Drama,R,based on novel|escape|imprisonment|kidnapping|mother son relationship,Lenny Abrahamson,Joan Allen,Jacob Tremblay,Cas Anvar
Dirty Work ,Color,English,Canada,Comedy,PG-13,cult film|gambling debt|job|off screen murder|revenge,Bob Saget,Don Rickles,Jack Warden,Traylor Howard
Serial Mom ,Color,English,USA,Comedy|Crime|Thriller,R,dentist|housewife|howie scream|murder|perfection,John Waters,Kathleen Turner,Sam Waterston,Traci Lords
Dick ,Color,English,France,Comedy,PG-13,political cover up|political satire|teenage girl|white house|witness,Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst
Del 1 - Män som hatar kvinnor             ,Color,Swedish,Sweden,Action|Crime|Mystery|Thriller,,,Niels Arden Oplev,Michael Nyqvist,David Dencik,Lena Endre
Light It Up ,Color,English,USA,Drama|Thriller,R,black cop|die hard scenario|hostage negotiator|police|police brutality,Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard
54 ,Color,English,USA,Drama|Music,R,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,Mark Christopher,Salma Hayek,Ellen Albertini Dow,Sela Ward
Bubble Boy ,Color,English,USA,Adventure|Comedy|Romance|Sci-Fi,PG-13,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton
Birthday Girl ,Color,English,UK,Comedy|Crime|Thriller,R,bank|bank clerk|birthday|mail order bride|russian,Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin
21 & Over ,Color,English,USA,Comedy,R,21st birthday|college student|drunken man|pubic hair|standing up to father,Jon Lucas,Justin Chon,Josie Loren,Sarah Wright
"Paris, je t'aime ",Color,French,France,Comedy|Drama|Romance,R,baby|divorce|oscar wilde|pigalle|tourist,Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno
Resurrecting the Champ ,Color,English,USA,Drama|Sport,PG-13,boxing|colosseum|homeless man|reporter|writer,Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote
Admission ,Color,English,USA,Comedy|Drama|Romance,PG-13,adoption|female protagonist|princeton university|wedding|working women,Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch
The Widow of Saint-Pierre ,Color,French,France,Drama|Romance,R,archipelago|guillotine|island|prison|redemption,Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques
Chloe ,Color,English,USA,Drama|Mystery|Romance|Thriller,R,bare chested boy|doctor|escort|infidelity|prostitute,Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska
Faithful ,Color,English,USA,Comedy|Crime|Drama,R,bathroom|bathtub|female protagonist|flashback|kitchen,Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky
Brothers ,Color,English,USA,Drama|Thriller,R,afghanistan|death of soldier|presumed dead|prisoner|war trauma,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee
Find Me Guilty ,Color,English,Germany,Biography|Comedy|Crime|Drama,R,court|drugs|judge|mafia|mobster,Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco
The Perks of Being a Wallflower ,Color,English,USA,Drama|Romance,PG-13,coming of age|depression|gay|high school|mental illness,Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh
Excessive Force ,Color,English,USA,Action,R,exercise bicycle|face in food|police|police brutality|policeman,Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith
Infamous ,Color,English,USA,Biography|Crime|Drama,R,blood|book|cold calculation|murder|writer,Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis
The Claim ,Color,English,UK,Drama|Romance|Western,R,gold|gold mine|miner|railroad|surveyor,Michael Winterbottom,Milla Jovovich,Sarah Polley,Shirley Henderson
The Vatican Tapes ,Color,English,USA,Horror|Thriller,PG-13,evil|injury|possession|priest|vatican,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott
Attack the Block ,Color,English,UK,Action|Comedy|Sci-Fi|Thriller,R,alien|alien invasion|apartment|creature|gang,Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker
In the Land of Blood and Honey ,Color,Bosnian,USA,Drama|Romance|War,R,bosnian war|church|emaciation|soldier|violence,Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric
The Call ,Color,English,USA,Crime|Thriller,R,911 operator|calling 911|die hard scenario|head held underwater|white villain,Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia
Operation Chromite ,Color,English,South Korea,Action|Drama|History|War,,,John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee
The Crocodile Hunter: Collision Course ,Color,English,Australia,Action|Adventure|Comedy|Family,PG,cia|crocodile|satellite|snake|spider,John Stainton,Steve Irwin,Aden Young,Steve Bastoni
I Love You Phillip Morris ,Color,English,France,Biography|Comedy|Crime|Drama|Romance,R,character name in title|con artist|fraud|gay|prison break,Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden
Quest for Fire ,Color,None,Canada,Adventure|Drama|History,R,fire|prehistoric times|primitive|tribe|trio,Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz
Antwone Fisher ,Color,English,USA,Biography|Drama,PG-13,black american|extortion|navy|psychiatrist|sailor,Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke
The Emperor's Club ,Color,English,USA,Drama,PG-13,classroom|fund raising|headmaster|reunion|roman,Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow
True Romance ,Color,English,USA,Action|Crime|Drama|Romance|Thriller,R,aspiring actor|cocaine|drugs|pimp|suitcase full of money,Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport
Womb ,Color,English,Germany,Drama|Romance|Sci-Fi,Unrated,clone|love|male nudity|medical ethics|virginity,Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray
Glengarry Glen Ross ,Color,English,USA,Crime|Drama|Mystery,R,office|pressure|real estate|robbery|sales,James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella
The Killer Inside Me ,Color,English,USA,Crime|Drama|Thriller,R,deputy|murder|revenge|sheriff|texas,Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson
Cat People ,Color,English,USA,Fantasy|Horror|Thriller,R,cat|cat people|leopard|love|slip the undergarment,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard
Sorority Row ,Color,English,USA,Horror|Mystery,R,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis
The Prisoner of Zenda , Black and White,English,USA,Adventure|Drama|Romance,Approved,coronation|fictitious country|king|princess|swashbuckler,John Cromwell,David Niven,Mary Astor,Ronald Colman
Lars and the Real Girl ,Color,English,USA,Comedy|Drama|Romance,PG-13,in love with an inanimate object|internet|introvert|psychologist|sex doll,Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider
The Boy in the Striped Pajamas ,Color,English,UK,Drama|War,PG-13,boy|fence|jew|nazis|poison gas,Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan
Dancer in the Dark ,Color,English,Denmark,Crime|Drama|Musical,R,ends with quotation|execution|factory|women's prison|year 1964,Lars von Trier,Catherine Deneuve,Udo Kier,Björk
Oscar and Lucinda ,Color,English,USA,Drama|Romance,R,australia|church|glass|inheritance|wager,Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell
The Funeral ,Color,English,USA,Crime|Drama,R,1930s|madness|murder|new york city|violence,Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol
Solitary Man ,Color,English,USA,Comedy|Drama|Romance,R,aging|hdtv|high definition television|love|marriage,Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff
Machete ,Color,English,USA,Action|Crime|Thriller,R,machete|mexican|mexico|priest|texas,Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin
Casino Jack ,Color,English,Canada,Biography|Comedy|Crime|Drama,R,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell
The Land Before Time ,Color,English,USA,Adventure|Animation|Family,G,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin
Tae Guk Gi: The Brotherhood of War ,Color,Korean,South Korea,Action|Drama|War,R,1950s|archeologist|korea|korean war|soldier,Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang
The Perfect Game , Black and White,English,Canada,Comedy|Drama|Family|Sport,PG,baseball movie|little league|little league baseball|mexico|three word title,William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill
The Exorcist ,Color,English,USA,Horror,R,demonic possession|exorcism|exorcist|loss of innocence|priest,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb
Jaws ,Color,English,USA,Adventure|Drama|Thriller,PG,beach|blockbuster|fishing|great white shark|shark,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton
American Pie ,Color,English,USA,Comedy,R,1990s|first love|milf|prom|virginity,Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne
Ernest & Celestine ,Color,French,France,Animation|Comedy|Crime|Drama|Family,PG,bear|dentist|friendship|mouse|prejudice,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson
The Golden Child ,Color,English,USA,Action|Adventure|Comedy|Fantasy|Mystery,PG-13,boy|child|chosen one|demon|detective,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis
Think Like a Man ,Color,English,USA,Comedy|Romance,PG-13,advice|black romance|hip hop|reading a book|sex scene,Tim Story,Chris Brown,Romany Malco,Regina Hall
Barbershop ,Color,English,USA,Comedy|Drama,PG-13,barber|barbershop|blaxploitation|loan shark|theft,Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer
Star Trek II: The Wrath of Khan ,Color,English,USA,Action|Adventure|Sci-Fi,PG,jamming communications|planet|space station|taunt|trap,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols
Ace Ventura: Pet Detective ,Color,English,USA,Comedy,PG-13,detective|dolphin|mascot|nudity|stupidity,Tom Shadyac,Sean Young,Udo Kier,David Margulies
WarGames ,Color,English,USA,Sci-Fi|Thriller,PG,computer|game|high school|norad|teenager,John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy
Witness ,Color,English,USA,Crime|Drama|Romance|Thriller,R,amish|love|murder|police|train,Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas
Act of Valor ,Color,English,USA,Action|Adventure|Drama|Thriller|War,R,mission|navy seal|terrorist|torture|valor,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver
Step Up ,Color,English,USA,Crime|Drama|Music|Romance,PG-13,dance|dancer|school|showcase|student,Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson
Beavis and Butt-Head Do America ,Color,English,USA,Adventure|Animation|Comedy|Crime,PG-13,beavis and butt head|fbi|score|television|television set,Mike Judge,Bruce Willis,Demi Moore,John Doman
Jackie Brown ,Color,English,USA,Crime|Thriller,R,arms dealer|atf|bail|money|multiple perspectives,Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster
Harold & Kumar Escape from Guantanamo Bay ,Color,English,USA,Adventure|Comedy,R,bong|escape|ex girlfriend|guantanamo bay|texas,Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo
Chronicle ,Color,English,USA,Drama|Sci-Fi|Thriller,PG-13,found footage|high school|subjective camera|teen angst|troubled teen,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw
Yentl ,Color,English,UK,Drama|Musical|Romance,PG,love|study|talmud|wedding|yeshiva,Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill
Time Bandits ,Color,English,UK,Adventure|Comedy|Fantasy|Sci-Fi,PG,cult director|dwarf|robin hood|satire|treasure,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker
Crossroads ,Color,English,USA,Comedy|Drama,PG-13,audition|friendship|graduation|high school graduation|love,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen
Project X ,Color,English,USA,Comedy|Crime,R,birthday party|high school|high school senior|millennial generation|party,Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper
Patton ,Color,English,USA,Biography|Drama|War,GP,allies|dead soldier|destiny|general|tank,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman
One Hour Photo ,Color,English,USA,Drama|Thriller,R,insanity|photo lab|photo shop|photography|voyeur,Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen
Quarantine ,Color,English,USA,Horror|Sci-Fi|Thriller,R,apartment building|found footage|television|trapped|virus,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez
The Eye ,Color,English,USA,Horror|Mystery,PG-13,cellular memory|eye|eye transplant|seeing dead people|violinist,David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé
Johnson Family Vacation ,Color,English,USA,Comedy,PG-13,cross country|cross country trip|highway travel|on the road|road movie,Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss
How High ,Color,English,USA,Comedy|Fantasy,R,college|drugs|harvard|pot|smoke,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne
The Muppet Christmas Carol ,Color,English,USA,Comedy|Drama|Family|Fantasy|Musical,G,christmas|christmas eve|miser|muppet|scrooge,Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire
Casino Royale , Black and White,English,UK,Action|Adventure|Thriller,PG-13,casino|espionage|free running|james bond|terrorist,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic
Frida , Black and White,English,USA,Biography|Drama|Romance,R,art|bisexual|marriage|pain|revolutionary,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino
Katy Perry: Part of Me ,Color,English,USA,Documentary|Music,PG,female protagonist|reference to britney spears|singer|song|world tour,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell
The Fault in Our Stars ,Color,English,USA,Drama|Romance,PG-13,cancer|falling in love|friendship|novel|teenager,Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff
Rounders ,Color,English,USA,Crime|Drama,R,breasts|cult film|loan shark|poker|reference to christy turlington,John Dahl,Matt Damon,Martin Landau,Gretchen Mol
Top Five ,Color,English,USA,Comedy|Romance,R,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove
Prophecy ,Color,English,USA,Horror|Sci-Fi,PG,cabin|monster|monster movie|paper mill|pollution,John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth
Stir of Echoes ,Color,English,USA,Horror|Mystery|Thriller,R,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus
Spartacus: War of the Damned             ,Color,English,USA,Action|Adventure|Biography|Drama|History,TV-MA,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,,Peter Mensah,Kelvin Taylor,Viva Bianca
Philomena ,Color,English,UK,Biography|Drama,PG-13,catholic|convent|gay love|gay relationship|irish adoption board,Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann
The Upside of Anger ,Color,English,USA,Comedy|Drama,R,anger|baseball|drinking|radio|secretary,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen
The Boys from Brazil ,Color,English,UK,Drama|Thriller,R,1970s|jew|nazi|nazi hunter|paraguay,Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg
Aquamarine ,Color,English,USA,Comedy|Family|Fantasy|Romance,PG,beach|love|mermaid|storm|swimming,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman
Paper Towns ,Color,English,USA,Drama|Mystery|Romance,PG-13,based on novel|female neighbor|friendship|travel|trip,Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie
My Baby's Daddy ,Color,English,USA,Comedy,PG-13,animal costume|break up|fatherhood|rapper|talking baby,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling
