,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
2034,Blindness,3073392,http://www.the-numbers.com/movie/Blindness-(2008)#tab=summary,25000000,10/3/2008,20052958,Blindness 
2035,Carnage,2546747,http://www.the-numbers.com/movie/Carnage#tab=summary,25000000,12/16/2011,38112154,Carnage 
2036,BloodRayne,2405420,http://www.the-numbers.com/movie/BloodRayne#tab=summary,25000000,1/6/2006,3605420,BloodRayne 
2037,Bad Lieutenant: Port of Call New Orleans,1702112,http://www.the-numbers.com/movie/Bad-Lieutenant-Port-of-Call-New-Orleans#tab=summary,25000000,11/20/2009,12413949,Bad Lieutenant: Port of Call New Orleans 
2038,Jane Got a Gun,1513793,http://www.the-numbers.com/movie/Jane-Got-a-Gun#tab=summary,25000000,1/29/2016,2962177,Jane Got a Gun 
2039,Me and Orson Welles,1190003,http://www.the-numbers.com/movie/Me-and-Orson-Welles#tab=summary,25000000,11/25/2009,1190003,Me and Orson Welles 
2041,Where the Truth Lies,872142,http://www.the-numbers.com/movie/Where-the-Truth-Lies#tab=summary,25000000,10/14/2005,1415656,Where the Truth Lies 
2042,Without Limits,780326,http://www.the-numbers.com/movie/Without-Limits#tab=summary,25000000,9/11/1998,780326,Without Limits 
2043,On the Road,720828,http://www.the-numbers.com/movie/On-the-Road#tab=summary,25000000,12/21/2012,9313302,On the Road 
2045,Love Ranch,137885,http://www.the-numbers.com/movie/Love-Ranch#tab=summary,25000000,6/30/2010,146149,Love Ranch 
2050,Ironclad,0,http://www.the-numbers.com/movie/Ironclad#tab=summary,25000000,7/8/2011,5297411,Ironclad 
2051,Red Sky,0,http://www.the-numbers.com/movie/Red-Sky#tab=summary,25000000,3/10/2015,91116,Red Sky 
2052,Waterloo,0,http://www.the-numbers.com/movie/Waterloo#tab=summary,25000000,1/1/1970,0,Waterloo 
2053,The Adventurer: The Curse of the Midas Box,0,http://www.the-numbers.com/movie/Mariah-Mundi-and-the-Midas-Box#tab=summary,25000000,1/10/2014,0,The Adventurer: The Curse of the Midas Box 
2057,Star Trek IV: The Voyage Home,109713132,http://www.the-numbers.com/movie/Star-Trek-IV-The-Voyage-Home#tab=summary,24000000,11/26/1986,133000000,Star Trek IV: The Voyage Home 
2058,Scream 2,101363301,http://www.the-numbers.com/movie/Scream-2#tab=summary,24000000,12/12/1997,101363301,Scream 2 
2059,Old School,75155000,http://www.the-numbers.com/movie/Old-School#tab=summary,24000000,2/21/2003,86765463,Old School 
2060,Rocky Balboa,70269899,http://www.the-numbers.com/movie/Rocky-Balboa#tab=summary,24000000,12/20/2006,156229050,Rocky Balboa 
2061,Think Like a Man Too,65028687,http://www.the-numbers.com/movie/Think-Like-a-Man-2#tab=summary,24000000,6/20/2014,70027933,Think Like a Man Too 
2062,The Whole Nine Yards,57262492,http://www.the-numbers.com/movie/Whole-Nine-Yards-The#tab=summary,24000000,2/18/2000,85527867,The Whole Nine Yards 
2065,The Fisher King,41798224,http://www.the-numbers.com/movie/Fisher-King-The#tab=summary,24000000,9/20/1991,41798224,The Fisher King 
2066,I Still Know What You Did Last Summer,40020622,http://www.the-numbers.com/movie/I-Still-Know-What-You-Did-Last-Summer#tab=summary,24000000,11/13/1998,40020622,I Still Know What You Did Last Summer 
2068,Return to Me,32662299,http://www.the-numbers.com/movie/Return-to-Me#tab=summary,24000000,4/7/2000,32662299,Return to Me 
2069,The Men Who Stare at Goats,32428195,http://www.the-numbers.com/movie/Men-Who-Stare-at-Goats#tab=summary,24000000,11/6/2009,67348218,The Men Who Stare at Goats 
2070,Zack and Miri Make a Porno,31457946,http://www.the-numbers.com/movie/Zack-and-Miri-Make-a-Porno#tab=summary,24000000,10/31/2008,36856306,Zack and Miri Make a Porno 
2071,Double Take,29823162,http://www.the-numbers.com/movie/Double-Take#tab=summary,24000000,1/12/2001,29823162,Double Take 
2072,"Girl, Interrupted",28871190,http://www.the-numbers.com/movie/Girl-Interrupted#tab=summary,24000000,12/21/1999,28871190,"Girl, Interrupted "
2073,Nurse Betty,25170054,http://www.the-numbers.com/movie/Nurse-Betty#tab=summary,24000000,9/8/2000,27732366,Nurse Betty 
2074,Piranha 3D,25003155,http://www.the-numbers.com/movie/Piranha-3D#tab=summary,24000000,8/20/2010,83660160,Piranha 3D 
2075,Faster,23240020,http://www.the-numbers.com/movie/Faster-(2009)#tab=summary,24000000,11/24/2010,35792945,Faster 
2076,Win a Date with Tad Hamilton!,16980098,http://www.the-numbers.com/movie/Win-a-Date-with-Tad-Hamilton#tab=summary,24000000,1/23/2004,16980098,Win a Date with Tad Hamilton! 
2077,Muppets From Space,16304786,http://www.the-numbers.com/movie/Muppets-From-Space#tab=summary,24000000,7/14/1999,16304786,Muppets from Space 
2079,Ready to Rumble,12372410,http://www.the-numbers.com/movie/Ready-to-Rumble#tab=summary,24000000,4/7/2000,12372410,Ready to Rumble 
2080,I Don't Know How She Does It,9659074,http://www.the-numbers.com/movie/I-Dont-Know-How-She-Does-It#tab=summary,24000000,9/16/2011,24474463,I Don't Know How She Does It 
2081,Play it to the Bone,8427204,http://www.the-numbers.com/movie/Play-it-to-the-Bone#tab=summary,24000000,12/24/1999,8427204,Play It to the Bone 
2084,Meet the Deedles,4356126,http://www.the-numbers.com/movie/Meet-the-Deedles#tab=summary,24000000,3/27/1998,4356126,Meet the Deedles 
2085,The Princess and the Cobbler,669276,http://www.the-numbers.com/movie/Princess-and-the-Cobbler-The#tab=summary,24000000,8/25/1995,669276,The Princess and the Cobbler 
2086,The Bridge of San Luis Rey,49981,http://www.the-numbers.com/movie/Bridge-of-San-Luis-Rey-The#tab=summary,24000000,6/10/2005,1696765,The Bridge of San Luis Rey 
2087,Zombieland,75590286,http://www.the-numbers.com/movie/Zombieland#tab=summary,23600000,10/2/2009,102236596,Zombieland 
2088,Star Wars Ep. V: The Empire Strikes Back,290271960,http://www.the-numbers.com/movie/Star-Wars-Ep-V-The-Empire-Strikes-Back#tab=summary,23000000,5/21/1980,534171960,Star Wars: Episode V - The Empire Strikes Back 
2089,The Waterboy,161491646,http://www.the-numbers.com/movie/Waterboy-The#tab=summary,23000000,11/6/1998,190191646,The Waterboy 
2090,The Naked Gun 2Â½: The Smell of Fear,86930411,http://www.the-numbers.com/movie/Naked-Gun-2-1-2-The-Smell-of-Fear-The#tab=summary,23000000,6/28/1991,86930411,The Naked Gun 2½: The Smell of Fear 
2091,Bad Boys,65647413,http://www.the-numbers.com/movie/Bad-Boys#tab=summary,23000000,4/7/1995,141247413,Bad Boys 
2092,Final Destination,53302314,http://www.the-numbers.com/movie/Final-Destination#tab=summary,23000000,3/17/2000,112036870,Final Destination 
2094,The Ides of March,40962534,http://www.the-numbers.com/movie/Ides-of-March#tab=summary,23000000,10/7/2011,77735925,The Ides of March 
2095,Pitch Black,39235088,http://www.the-numbers.com/movie/Pitch-Black#tab=summary,23000000,2/18/2000,53182088,Pitch Black 
2096,Someone Like You,27338033,http://www.the-numbers.com/movie/Someone-Like-You#tab=summary,23000000,3/30/2001,38684906,Someone Like You... 
2097,Her,25568251,http://www.the-numbers.com/movie/Her#tab=summary,23000000,12/18/2013,48783090,Her 
2098,Joy Ride,21973182,http://www.the-numbers.com/movie/Joy-Ride#tab=summary,23000000,10/5/2001,21973182,Joy Ride 
2099,Haywire,18942396,http://www.the-numbers.com/movie/Haywire#tab=summary,23000000,1/20/2012,36374700,Haywire 
2100,Anywhere But Here,18653615,http://www.the-numbers.com/movie/Anywhere-But-Here#tab=summary,23000000,11/12/1999,18653615,Anywhere But Here 
2101,Vanity Fair,16123851,http://www.the-numbers.com/movie/Vanity-Fair#tab=summary,23000000,9/1/2004,19123851,Vanity Fair 
2102,Eddie the Eagle,15789389,http://www.the-numbers.com/movie/Eddie-the-Eagle#tab=summary,23000000,2/26/2016,43145662,Eddie the Eagle 
2103,Jaws 4: The Revenge,15728335,http://www.the-numbers.com/movie/Jaws-4-The-Revenge#tab=summary,23000000,7/17/1987,15728335,Jaws: The Revenge 
2104,The Crew,13019253,http://www.the-numbers.com/movie/Crew-The#tab=summary,23000000,8/25/2000,13019253,The Crew 
2105,Marvin's Room,12803305,http://www.the-numbers.com/movie/Marvins-Room#tab=summary,23000000,12/20/1996,12803305,Marvin's Room 
2106,Chasing Liberty,12189514,http://www.the-numbers.com/movie/Chasing-Liberty#tab=summary,23000000,1/9/2004,12291975,Chasing Liberty 
2107,The Longshots,11511323,http://www.the-numbers.com/movie/Longshots-The#tab=summary,23000000,8/22/2008,11778396,The Longshots 
2108,The End of the Affair,10660147,http://www.the-numbers.com/movie/End-of-the-Affair-The#tab=summary,23000000,12/3/1999,10660147,The End of the Affair 
2109,Harley Davidson and the Marlboro Man,7018525,http://www.the-numbers.com/movie/Harley-Davidson-and-the-Marlboro-Man#tab=summary,23000000,8/23/1991,7018525,Harley Davidson and the Marlboro Man 
2110,In the Valley of Elah,6777741,http://www.the-numbers.com/movie/In-the-Valley-of-Elah#tab=summary,23000000,9/14/2007,24489150,In the Valley of Elah 
2111,Coco avant Chanel,6113834,http://www.the-numbers.com/movie/Coco-avant-Chanel#tab=summary,23000000,9/25/2009,50813834,Coco Before Chanel 
2112,Cheri,2715657,http://www.the-numbers.com/movie/Cheri#tab=summary,23000000,6/26/2009,2715657,Chéri 
2116,Spaceballs,38119483,http://www.the-numbers.com/movie/Spaceballs#tab=summary,22700000,6/24/1987,38119483,Spaceballs 
2117,1408,71985628,http://www.the-numbers.com/movie/1408#tab=summary,22500000,6/22/2007,131263370,1408 
2118,The Water Diviner,4200117,http://www.the-numbers.com/movie/Water-Diviner-The#tab=summary,22500000,4/24/2015,30864649,The Water Diviner 
2119,Ghost,217631306,http://www.the-numbers.com/movie/Ghost#tab=summary,22000000,7/13/1990,517600000,Ghost 
2120,There's Something About Mary,176484651,http://www.the-numbers.com/movie/Theres-Something-About-Mary#tab=summary,22000000,7/15/1998,360099999,There's Something About Mary 
2121,The Santa Clause,144833357,http://www.the-numbers.com/movie/Santa-Clause-The#tab=summary,22000000,11/11/1994,189800000,The Santa Clause 
2122,The Game Plan,90648202,http://www.the-numbers.com/movie/Game-Plan-The#tab=summary,22000000,9/22/2007,146590987,The Game Plan 
2123,The Rookie,75600072,http://www.the-numbers.com/movie/Rookie-The#tab=summary,22000000,3/29/2002,80491516,The Rookie 
2124,The Bridges of Madison County,71516617,http://www.the-numbers.com/movie/Bridges-of-Madison-County-The#tab=summary,22000000,6/2/1995,175516617,The Bridges of Madison County 
2125,Son of God,59700064,http://www.the-numbers.com/movie/Son-of-God#tab=summary,22000000,2/28/2014,70949793,Son of God 
2126,The Animal,55762229,http://www.the-numbers.com/movie/Animal-The#tab=summary,22000000,6/1/2001,55762229,The Animal 
2127,The Hundred-Foot Journey,54235441,http://www.the-numbers.com/movie/Hundred-Foot-Journey-The#tab=summary,22000000,8/8/2014,94270488,The Hundred-Foot Journey 
2128,Gandhi,52767889,http://www.the-numbers.com/movie/Gandhi#tab=summary,22000000,12/8/1982,127767889,Gandhi 
2129,Underworld,51970690,http://www.the-numbers.com/movie/Underworld-(2003)#tab=summary,22000000,9/19/2003,95708457,Underworld 
2130,The Net,50621733,http://www.the-numbers.com/movie/Net-The#tab=summary,22000000,7/28/1995,110521733,The Net 
2131,Diary of a Wimpy Kid: Dog Days,49008662,http://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-Dog-Days#tab=summary,22000000,8/3/2012,77229695,Diary of a Wimpy Kid: Dog Days 
2132,I Am Sam,40270895,http://www.the-numbers.com/movie/I-Am-Sam#tab=summary,22000000,12/28/2001,92542418,I Am Sam 
2133,Derailed,36020063,http://www.the-numbers.com/movie/Derailed#tab=summary,22000000,11/11/2005,57520063,Derailed 
2134,The Informant!,33316821,http://www.the-numbers.com/movie/Informant-The#tab=summary,22000000,9/18/2009,41771168,The Informant! 
2135,Delivery Man,30659817,http://www.the-numbers.com/movie/Delivery-Man#tab=summary,22000000,11/22/2013,70536870,Delivery Man 
2136,"Hail, Caesar!",30080225,http://www.the-numbers.com/movie/Hail-Caesar-(2015)#tab=summary,22000000,2/5/2016,63504795,"Hail, Caesar! "
2137,Jay and Silent Bob Strike Back,30059386,http://www.the-numbers.com/movie/Jay-and-Silent-Bob-Strike-Back#tab=summary,22000000,8/24/2001,33762400,Jay and Silent Bob Strike Back 
2138,Shadowlands,25842377,http://www.the-numbers.com/movie/Shadowlands#tab=summary,22000000,12/29/1993,25842377,Shadowlands 
2140,Deuce Bigalow: European Gigolo,22400154,http://www.the-numbers.com/movie/Deuce-Bigalow-European-Gigolo#tab=summary,22000000,8/12/2005,45273464,Deuce Bigalow: European Gigolo 
2141,Mad Money,20668843,http://www.the-numbers.com/movie/Mad-Money#tab=summary,22000000,1/18/2008,25044057,Mad Money 
2142,Homefront,20158492,http://www.the-numbers.com/movie/Homefront#tab=summary,22000000,11/27/2013,51695362,Homefront 
2144,Saving Silverman,19351569,http://www.the-numbers.com/movie/Saving-Silverman#tab=summary,22000000,2/9/2001,25873142,Saving Silverman 
2145,Summer of Sam,19288130,http://www.the-numbers.com/movie/Summer-of-Sam#tab=summary,22000000,7/2/1999,19288130,Summer of Sam 
2146,The Glass House,17951431,http://www.the-numbers.com/movie/Glass-House-The#tab=summary,22000000,9/14/2001,22861785,The Glass House 
2147,The Transporter Refueled,16029670,http://www.the-numbers.com/movie/Transporter-Refueled-The#tab=summary,22000000,9/4/2015,69698495,The Transporter Refueled 
2149,Josie and the Pussycats,14252830,http://www.the-numbers.com/movie/Josie-and-the-Pussycats#tab=summary,22000000,4/11/2001,14252830,Josie and the Pussycats 
2151,The Little Vampire,13555988,http://www.the-numbers.com/movie/Little-Vampire-The#tab=summary,22000000,10/27/2000,13555988,The Little Vampire 
2152,I Heart Huckabees,12784713,http://www.the-numbers.com/movie/I-Heart-Huckabees#tab=summary,22000000,10/1/2004,20034713,I Heart Huckabees 
2153,Out of the Furnace,11330849,http://www.the-numbers.com/movie/Out-of-the-Furnace#tab=summary,22000000,12/4/2013,15434375,Out of the Furnace 
2154,RoboCop 3,10696210,http://www.the-numbers.com/movie/RoboCop-3#tab=summary,22000000,11/5/1993,10696210,RoboCop 3 
2155,Dudley Do-Right,9818792,http://www.the-numbers.com/movie/Dudley-Do-Right#tab=summary,22000000,8/27/1999,9818792,Dudley Do-Right 
2156,Megiddo: Omega Code 2,6047691,http://www.the-numbers.com/movie/Megiddo-Omega-Code-2#tab=summary,22000000,9/21/2001,6047691,Megiddo: The Omega Code 2 
2157,Darling Lili,5000000,http://www.the-numbers.com/movie/Darling-Lili#tab=summary,22000000,1/1/1970,5000000,Darling Lili 
2158,The Libertine,4835065,http://www.the-numbers.com/movie/Libertine-The#tab=summary,22000000,11/23/2005,9448623,The Libertine 
2160,Before I Go to Sleep,3242457,http://www.the-numbers.com/movie/Before-I-Go-to-Sleep#tab=summary,22000000,10/31/2014,19563579,Before I Go to Sleep 
2161,Stone,1810078,http://www.the-numbers.com/movie/Stone#tab=summary,22000000,10/8/2010,4065020,Stone 
2162,Joyeux NoÃ«l,1054361,http://www.the-numbers.com/movie/Joyeux-Noel#tab=summary,22000000,3/3/2006,23134075,Joyeux Noel 
2165,Sorcerer,12000000,http://www.the-numbers.com/movie/Sorcerer-The#tab=summary,21600000,6/24/1977,12000000,Sorcerer 
2166,MoliÃ¨re,635733,http://www.the-numbers.com/movie/Moliere#tab=summary,21600000,7/27/2007,791154,Molière 
2167,Michael Clayton,49033882,http://www.the-numbers.com/movie/Michael-Clayton#tab=summary,21500000,10/5/2007,92987651,Michael Clayton 
2168,Arlington Road,24419219,http://www.the-numbers.com/movie/Arlington-Road#tab=summary,21500000,7/9/1999,24419219,Arlington Road 
2170,To Rome with Love,16684352,http://www.the-numbers.com/movie/To-Rome-with-Love#tab=summary,21500000,6/22/2012,74363777,To Rome with Love 
2171,Silver Linings Playbook,132092958,http://www.the-numbers.com/movie/Silver-Linings-Playbook-The#tab=summary,21000000,11/16/2012,236412453,Silver Linings Playbook 
2172,"South Park: Bigger, Longer & Uncut",52037603,http://www.the-numbers.com/movie/South-Park-Bigger-Longer-and-Uncut#tab=summary,21000000,6/30/1999,52037603,South Park: Bigger Longer & Uncut 
2173,Firefox,45785720,http://www.the-numbers.com/movie/Firefox#tab=summary,21000000,6/18/1982,45785720,Firefox 
2175,Teenage Mutant Ninja Turtles III,42273609,http://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-III#tab=summary,21000000,3/19/1993,42273609,Teenage Mutant Ninja Turtles III 
2176,Hardball,40222729,http://www.the-numbers.com/movie/Hardball#tab=summary,21000000,9/14/2001,43728560,Hardball 
2177,For Colored Girls,37729698,http://www.the-numbers.com/movie/For-Colored-Girls-Who-Have-Considered-Suicide-When-the-Rainbow-is-Enuf#tab=summary,21000000,11/5/2010,38017873,For Colored Girls 
2178,Freedom Writers,36605602,http://www.the-numbers.com/movie/Freedom-Writers#tab=summary,21000000,1/5/2007,43632609,Freedom Writers 
2180,Never Back Down,24850922,http://www.the-numbers.com/movie/Never-Back-Down#tab=summary,21000000,3/14/2008,39319801,Never Back Down 
2181,Tinker Tailor Soldier Spy,24149393,http://www.the-numbers.com/movie/Tinker-Tailor-Soldier-Spy#tab=summary,21000000,12/9/2011,81452811,Tinker Tailor Soldier Spy 
2183,The Rage: Carrie 2,17760244,http://www.the-numbers.com/movie/Rage-Carrie-2-The#tab=summary,21000000,3/12/1999,17760244,The Rage: Carrie 2 
2184,Swing Vote,16289867,http://www.the-numbers.com/movie/Swing-Vote#tab=summary,21000000,8/1/2008,17589867,Swing Vote 
2185,Away We Go,9451946,http://www.the-numbers.com/movie/Away-We-Go#tab=summary,21000000,6/5/2009,10108016,Away We Go 
2186,Moonlight Mile,6830957,http://www.the-numbers.com/movie/Moonlight-Mile#tab=summary,21000000,9/27/2002,6830957,Moonlight Mile 
2187,The Beaver,970816,http://www.the-numbers.com/movie/Beaver-The#tab=summary,21000000,5/6/2011,5046038,The Beaver 
2191,The Best Little Whorehouse in Texas,69701637,http://www.the-numbers.com/movie/Best-Little-Whorehouse-in-Texas-The#tab=summary,20500000,7/23/1982,69701637,The Best Little Whorehouse in Texas 
2192,Pulse,20264436,http://www.the-numbers.com/movie/Pulse#tab=summary,20500000,8/11/2006,30241435,Pulse 
2193,Raiders of the Lost Ark,248159971,http://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark#tab=summary,20000000,6/12/1981,389925971,Raiders of the Lost Ark 
2195,Home Alone 2: Lost in New York,173585516,http://www.the-numbers.com/movie/Home-Alone-2-Lost-in-New-York#tab=summary,20000000,11/20/1992,358994850,Home Alone 2: Lost in New York 
2196,Close Encounters of the Third Kind,166000000,http://www.the-numbers.com/movie/Close-Encounters-of-the-Third-Kind#tab=summary,20000000,11/16/1977,337700000,Close Encounters of the Third Kind 
2197,Beverly Hills Cop II,153665036,http://www.the-numbers.com/movie/Beverly-Hills-Cop-II#tab=summary,20000000,5/20/1987,276665036,Beverly Hills Cop II 
2198,The Conjuring,137400141,http://www.the-numbers.com/movie/Conjuring-The#tab=summary,20000000,7/19/2013,318000141,The Conjuring 
2199,Bringing Down the House,132675402,http://www.the-numbers.com/movie/Bringing-Down-the-House#tab=summary,20000000,3/7/2003,164675402,Bringing Down the House 
2200,The Silence of the Lambs,130726716,http://www.the-numbers.com/movie/Silence-of-the-Lambs-The#tab=summary,20000000,2/14/1991,275726716,The Silence of the Lambs 
2201,Wayne's World,121697323,http://www.the-numbers.com/movie/Waynes-World#tab=summary,20000000,2/14/1992,183097323,Wayne's World 
2202,Jackass 3D,117229692,http://www.the-numbers.com/movie/Jackass-3D#tab=summary,20000000,10/15/2010,171685793,Jackass 3D 
2203,Jaws 2,102922376,http://www.the-numbers.com/movie/Jaws-2#tab=summary,20000000,6/16/1978,208900376,Jaws 2 
2204,Beverly Hills Chihuahua,94514402,http://www.the-numbers.com/movie/Beverly-Hills-Chihuahua#tab=summary,20000000,10/3/2008,154218168,Beverly Hills Chihuahua 
2205,Tammy,84525432,http://www.the-numbers.com/movie/Tammy#tab=summary,20000000,7/2/2014,93931360,Tammy 
2206,Are We There Yet?,82674398,http://www.the-numbers.com/movie/Are-We-There-Yet#tab=summary,20000000,1/21/2005,98114471,Are We There Yet? 
2207,The Descendants,82624961,http://www.the-numbers.com/movie/Descendants-The#tab=summary,20000000,11/16/2011,175507800,The Descendants 
2208,School of Rock,81261177,http://www.the-numbers.com/movie/School-of-Rock#tab=summary,20000000,10/3/2003,131945303,School of Rock 
2209,Disturbia,80818974,http://www.the-numbers.com/movie/Disturbia#tab=summary,20000000,4/13/2007,118537627,Disturbia 
2210,Mortal Kombat,70433227,http://www.the-numbers.com/movie/Mortal-Kombat#tab=summary,20000000,8/18/1995,122133227,Mortal Kombat 
2211,White Chicks,69148997,http://www.the-numbers.com/movie/White-Chicks#tab=summary,20000000,6/23/2004,111448997,White Chicks 
2213,Holes,67383924,http://www.the-numbers.com/movie/Holes#tab=summary,20000000,4/18/2003,71232214,Holes 
2214,Tyler Perry's Madea's Witness Protection,65653242,http://www.the-numbers.com/movie/Tyler-Perrys-Madeas-Witness-Protection#tab=summary,20000000,6/29/2012,66776571,Madea's Witness Protection 
2215,The Last Song,62950384,http://www.the-numbers.com/movie/Last-Song-The#tab=summary,20000000,3/31/2010,92678948,The Last Song 
2216,Why Did I Get Married Too?,60095852,http://www.the-numbers.com/movie/Why-Did-I-Get-Married-Too#tab=summary,20000000,4/2/2010,60831067,Why Did I Get Married Too? 
2217,12 Years a Slave,56671993,http://www.the-numbers.com/movie/Twelve-Years-a-Slave#tab=summary,20000000,10/18/2013,181025343,12 Years a Slave 
2218,Drumline,56398162,http://www.the-numbers.com/movie/Drumline#tab=summary,20000000,12/13/2002,56398162,Drumline 
2219,Me Before You,56175643,http://www.the-numbers.com/movie/Me-Before-You#tab=summary,20000000,6/3/2016,182875643,Me Before You 
2220,Bad Moms,55461307,http://www.the-numbers.com/movie/Bad-Moms#tab=summary,20000000,7/29/2016,60961307,Bad Moms 
2221,Edward Scissorhands,53976987,http://www.the-numbers.com/movie/Edward-Scissorhands#tab=summary,20000000,12/7/1990,53976987,Edward Scissorhands 
2222,Selma,52076908,http://www.the-numbers.com/movie/Selma#tab=summary,20000000,12/25/2014,66776908,Selma 
2224,Date Movie,48548426,http://www.the-numbers.com/movie/Date-Movie#tab=summary,20000000,2/17/2006,85146165,Date Movie 
2225,Peter Pan: Return to Neverland,48430258,http://www.the-numbers.com/movie/Peter-Pan-Return-to-Neverland#tab=summary,20000000,2/15/2002,109862682,Return to Never Land 
2226,The Jungle Book 2,47901582,http://www.the-numbers.com/movie/Jungle-Book-2-The#tab=summary,20000000,2/14/2003,140122225,The Jungle Book 2 
2227,Premonition,47852604,http://www.the-numbers.com/movie/Premonition#tab=summary,20000000,3/16/2007,81461343,Premonition 
2228,Boogeyman,46752382,http://www.the-numbers.com/movie/Boogeyman#tab=summary,20000000,2/4/2005,67192859,Boogeyman 
2229,The Tigger Movie,45542421,http://www.the-numbers.com/movie/Tigger-Movie-The#tab=summary,20000000,2/11/2000,96147688,The Tigger Movie 
2230,Spotlight,45055776,http://www.the-numbers.com/movie/Spotlight#tab=summary,20000000,11/6/2015,90206716,Spotlight 
2231,Max,42656255,http://www.the-numbers.com/movie/Max-(2015)#tab=summary,20000000,6/26/2015,43658157,Max 
2233,Orphan,41596251,http://www.the-numbers.com/movie/Orphan-(2009)#tab=summary,20000000,7/24/2009,78769428,Orphan 
2234,Epic Movie,39739367,http://www.the-numbers.com/movie/Epic-Movie#tab=summary,20000000,1/26/2007,86858578,Epic Movie 
2235,Lakeview Terrace,39263506,http://www.the-numbers.com/movie/Lakeview-Terrace#tab=summary,20000000,9/19/2008,44821299,Lakeview Terrace 
2236,The Grudge 2,39143839,http://www.the-numbers.com/movie/Grudge-2-The#tab=summary,20000000,10/13/2006,70743839,The Grudge 2 
2238,How Stella Got Her Groove Back,37672944,http://www.the-numbers.com/movie/How-Stella-Got-Her-Groove-Back#tab=summary,20000000,8/14/1998,37672944,How Stella Got Her Groove Back 
2239,Bill & Ted's Bogus Journey,37537675,http://www.the-numbers.com/movie/Bill-and-Teds-Bogus-Journey#tab=summary,20000000,7/19/1991,37537675,Bill & Ted's Bogus Journey 
2240,Man of the Year,37442180,http://www.the-numbers.com/movie/Man-of-the-Year#tab=summary,20000000,10/13/2006,41342180,Man of the Year 
2241,Risen,36880033,http://www.the-numbers.com/movie/Risen#tab=summary,20000000,2/19/2016,46169871,Risen 
2242,Vampires Suck,36661504,http://www.the-numbers.com/movie/Vampires-Suck#tab=summary,20000000,8/18/2010,81424988,Vampires Suck 
2243,The Black Hole,35841901,http://www.the-numbers.com/movie/Black-Hole-The#tab=summary,20000000,12/21/1979,35841901,The Black Hole 
2244,The American,35606376,http://www.the-numbers.com/movie/American-The#tab=summary,20000000,9/1/2010,67950723,The American 
2245,Selena,35450113,http://www.the-numbers.com/movie/Selena#tab=summary,20000000,3/21/1997,35450113,Selena 
2246,A Very Harold & Kumar 3D Christmas,35061031,http://www.the-numbers.com/movie/Very-Harold-and-Kumar-Christmas-A#tab=summary,20000000,11/4/2011,36265745,A Very Harold & Kumar 3D Christmas 
2247,Eternal Sunshine of the Spotless Mind,34366518,http://www.the-numbers.com/movie/Eternal-Sunshine-of-the-Spotless-Mind#tab=summary,20000000,3/19/2004,73135439,Eternal Sunshine of the Spotless Mind 
2248,Texas Chainsaw 3D,34341945,http://www.the-numbers.com/movie/Texas-Chainsaw-3D#tab=summary,20000000,1/4/2013,47666013,Texas Chainsaw 3D 
2249,Babel,34302837,http://www.the-numbers.com/movie/Babel#tab=summary,20000000,10/27/2006,132121212,Babel 
2250,This is Where I Leave You,34296320,http://www.the-numbers.com/movie/This-is-Where-I-Leave-You#tab=summary,20000000,9/19/2014,41296320,This Is Where I Leave You 
2251,Doubt,33446470,http://www.the-numbers.com/movie/Doubt#tab=summary,20000000,12/12/2008,53191101,Doubt 
2252,Team America: World Police,32774834,http://www.the-numbers.com/movie/Team-America-World-Police#tab=summary,20000000,10/15/2004,50274834,Team America: World Police 
2253,Copycat,32051917,http://www.the-numbers.com/movie/Copycat#tab=summary,20000000,10/27/1995,32051917,Copycat 
2255,She's Out of My League,32010860,http://www.the-numbers.com/movie/Shes-Out-of-My-League#tab=summary,20000000,3/12/2010,48680977,She's Out of My League 
2256,Milk,31841299,http://www.the-numbers.com/movie/Milk#tab=summary,20000000,11/26/2008,57293371,Milk 
2257,Paint Your Wagon,31678778,http://www.the-numbers.com/movie/Paint-Your-Wagon#tab=summary,20000000,10/15/1969,31678778,Paint Your Wagon 
2258,The Debt,31177548,http://www.the-numbers.com/movie/Debt-The#tab=summary,20000000,8/31/2011,46604054,The Debt 
2259,Ghost Ship,30113491,http://www.the-numbers.com/movie/Ghost-Ship#tab=summary,20000000,10/25/2002,68349884,Ghost Ship 
2260,Daybreakers,30101577,http://www.the-numbers.com/movie/Daybreakers#tab=summary,20000000,1/8/2010,51445503,Daybreakers 
2261,The Bank Job,30060660,http://www.the-numbers.com/movie/Bank-Job-The#tab=summary,20000000,3/7/2008,66143005,The Bank Job 
2263,The Stepfather,29062561,http://www.the-numbers.com/movie/Stepfather-The-(2008)#tab=summary,20000000,10/16/2009,29227561,The Stepfather 
2264,Nerve,28876924,http://www.the-numbers.com/movie/Nerve#tab=summary,20000000,7/27/2016,28933853,Nerve 
2265,High Fidelity,27277055,http://www.the-numbers.com/movie/High-Fidelity#tab=summary,20000000,3/31/2000,47881663,High Fidelity 
2266,Stick It,26910736,http://www.the-numbers.com/movie/Stick-It#tab=summary,20000000,4/28/2006,30399714,Stick It 
